First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Iranian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Iraqi,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Israeli,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Italian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Italian Nigerian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Ivorian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Jamaican,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Kazakh,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Kenyan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Kenyan Somali,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Kosovan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Kuwaiti,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Libyan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Libyan Palestinian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Libyan Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Lithuanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Malaysian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Malian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Mauritanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Moroccan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Namibian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Nepalese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Nigerian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Nigerian Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Pakistani,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Palestinian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Polish,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Portuguese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Romanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Salvadorean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Saudi Arabian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Senegalese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Sierra Leonean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Slovak,1
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Somali,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,South Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,South Sudanese Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Sri Lankan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Sudanese South Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Sudanese Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Syrian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Syrian Saudi Arabian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Thai,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Togolese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Trinidadian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Tunisian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Turkish,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Ugandan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,UK,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Ukrainian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Vietnamese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Vincentian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Yemeni,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Zimbabwean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Total,1
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Afghan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Albanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Albanian Botswanan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Albanian Bulgarian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Albanian Romanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Albanian Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Algerian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,American,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Angolan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Angolan Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Argentine,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Bangladeshi,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Beninese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Botswanan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Botswanan Zimbabwean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Brazilian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Brazilian Congolese (Congo),0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Bulgarian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Burmese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Cameroonian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Chadian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Chinese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Citizen of Antigua and Barbuda,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Citizen of Guinea-Bissau,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Citizen of Guinea-Bissau Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Congolese (Congo),0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Congolese (DRC),0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Czech,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Danish Somali,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Ecuadorean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Egyptian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Eritrean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Eritrean Ethiopian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Eritrean Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Ethiopian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Filipino,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Filipino Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Gambian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Georgian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Ghanaian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Grenadian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Guinean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Honduran,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Indian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Indian Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Iranian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Iraqi,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Israeli,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Italian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Italian Nigerian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Ivorian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Jamaican,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Kazakh,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Kenyan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Kenyan Somali,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Kosovan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Kuwaiti,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Libyan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Libyan Palestinian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Libyan Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Lithuanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Malaysian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Malian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Mauritanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Moroccan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Namibian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Nepalese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Nigerian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Nigerian Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Pakistani,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Palestinian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Polish,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Portuguese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Romanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Salvadorean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Saudi Arabian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Senegalese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Sierra Leonean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Slovak,1
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Somali,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,South Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,South Sudanese Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Sri Lankan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Sudanese South Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Sudanese Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Syrian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Syrian Saudi Arabian,0
