First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Algerian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Angolan Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Angolan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Australian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bangladeshi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bangladeshi UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Beninese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Botswanan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Brazilian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Brazilian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,British Virgin Islander Jamaican,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bulgarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bulgarian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Burkinan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Cameroonian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Canadian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Central African,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Chadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Chinese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Citizen of Guinea Bissau,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Citizen of Guinea Bissau UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Colombian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Colombian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Congolese Congo UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Czech,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Czech UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Dutch,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Egyptian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Eritrean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Eritrean Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Filipino,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Filipino UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Finnish Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Gambian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,German,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ghanaian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ghanaian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Greek,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Guinean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Hungarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Indian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Indian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Iranian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Iraqi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Irish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Irish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Italian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Italian Romanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Italian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ivorian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Jamaican,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Jamaican Pakistani,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Jamaican UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Jordanian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Kenyan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Kuwaiti,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Latvian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Latvian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Lebanese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Libyan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Lithuanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Moroccan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Moroccan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Namibian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Nigerian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Pakistani,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Pakistani UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Polish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Polish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Portuguese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Romanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Romanian Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Russian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Russian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Saudi Arabian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Senegalese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Sierra Leonean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Sierra Leonean UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Slovak,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Somali,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Somali UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,South African UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,South Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Spanish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Sri Lankan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,St Lucian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Sudanese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Swedish Somali,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Syrian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Tanzanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Thai UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Turkish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Turkish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,UK,8
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,UK Yemeni,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,UK Zimbabwean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Unknown UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Unknown Zimbabwean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Vietnamese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Yemeni,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Zambian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Zimbabwean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Total,8
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Afghan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Afghan Pakistani,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Albanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Algerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Algerian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Angolan Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Angolan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Australian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Bangladeshi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Bangladeshi UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Beninese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Botswanan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Brazilian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Brazilian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,British Virgin Islander Jamaican,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Bulgarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Bulgarian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Burkinan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Cameroonian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Canadian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Central African,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Chadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Chinese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Citizen of Guinea Bissau,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Citizen of Guinea Bissau UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Colombian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Colombian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Congolese Congo UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Czech,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Czech UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Dutch,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Egyptian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Eritrean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Eritrean Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Filipino,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Filipino UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Finnish Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Gambian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,German,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Ghanaian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Ghanaian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Greek,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Guinean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Hungarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Indian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Indian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Iranian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Iraqi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Irish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Irish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Italian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Italian Romanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Italian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Ivorian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Jamaican,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Jamaican Pakistani,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Jamaican UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Jordanian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Kenyan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Kuwaiti,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Latvian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Latvian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Lebanese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Libyan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Lithuanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Moroccan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Moroccan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Namibian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Nigerian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Pakistani,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Pakistani UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Polish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Polish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Portuguese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Romanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Romanian Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Russian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Russian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Saudi Arabian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Senegalese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Sierra Leonean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Sierra Leonean UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Slovak,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Somali,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Somali UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,South African UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,South Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Spanish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Sri Lankan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,St Lucian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Sudanese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Swedish Somali,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Syrian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Tanzanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Thai UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Turkish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Turkish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,UK,1
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,UK Yemeni,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,UK Zimbabwean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Unknown UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Unknown Zimbabwean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Vietnamese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Yemeni,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Zambian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Zimbabwean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Total,1
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Afghan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Afghan Pakistani,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Albanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Algerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Algerian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Angolan Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Angolan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Australian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Bangladeshi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Bangladeshi UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Beninese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Botswanan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Brazilian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Brazilian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,British Virgin Islander Jamaican,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Bulgarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Bulgarian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Burkinan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Cameroonian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Canadian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Central African,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Chadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Chinese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Citizen of Guinea Bissau,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Citizen of Guinea Bissau UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Colombian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Colombian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Congolese Congo UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Czech,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Czech UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Dutch,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Egyptian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Eritrean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Eritrean Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Filipino,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Filipino UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Finnish Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Gambian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,German,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ghanaian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ghanaian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Greek,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Guinean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Hungarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Indian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Indian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Iranian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Iraqi,0
