First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Kenyan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Kosovan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Kuwaiti,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Kuwaiti Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Kyrgyz,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Lebanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Liberian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Libyan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Lithuanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Malawian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Malaysian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Malian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Mauritian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Moldovan,1
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Mongolian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Moroccan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Namibian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Nepalese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Nigerian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Nigerian Spanish,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Nigerien,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Pakistani,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Palestinian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Polish,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Portuguese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Romanian,1
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Russian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Salvadorean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Saudi Arabian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Senegalese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Sierra Leonean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Slovak,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Somali,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,South Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,South Sudanese Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Sri Lankan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Sudanese South Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Sudanese Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Syrian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Taiwanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Thai,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Trinidadian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Tunisian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Turkish,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Ugandan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,UK,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Ukrainian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Vietnamese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Vincentian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Yemeni,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Zimbabwean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Total,Total,Total,2
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Afghan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Albanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Albanian Greek,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Albanian Kosovan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Albanian Lithuanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Albanian Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Algerian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Algerian Eritrean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,American,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Bangladeshi,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Barbadian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Belarusian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Botswanan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Brazilian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Bulgarian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Burmese Bangladeshi,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Cameroonian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Chadian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Chilean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Chinese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Citizen of Antigua and Barbuda,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Citizen of Guinea-Bissau Vietnamese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Congolese (DRC),0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Czech,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Danish,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Dutch Eritrean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,East Timorese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Egyptian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Eritrean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Eritrean Ethiopian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Eritrean Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Eritrean Swedish,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Ethiopian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Filipino,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Gambian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Ghanaian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Greek,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Grenadian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Guinean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Honduran,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Hungarian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Indian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Indian Sri Lankan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Iranian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Iraqi,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Ivorian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Jamaican,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Kenyan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Kosovan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Kuwaiti,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Kuwaiti Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Kyrgyz,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Lebanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Liberian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Libyan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Lithuanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Malawian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Malaysian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Malian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Mauritian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Moldovan,1
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Mongolian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Moroccan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Namibian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Nepalese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Nigerian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Nigerian Spanish,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Nigerien,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Pakistani,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Palestinian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Polish,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Portuguese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Romanian,1
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Russian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Salvadorean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Saudi Arabian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Senegalese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Sierra Leonean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Slovak,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Somali,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,South Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,South Sudanese Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Sri Lankan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Sudanese South Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Sudanese Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Syrian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Taiwanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Thai,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Trinidadian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Tunisian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Labour,Adult (18 or over),Total,Turkish,0
