First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
Local Authority,Local Authority,Criminal,Total,Total,Eritrean,1
Local Authority,Local Authority,Criminal,Total,Total,Eritrean Sudanese,0
Local Authority,Local Authority,Criminal,Total,Total,Estonian Russian,0
Local Authority,Local Authority,Criminal,Total,Total,Ethiopian,0
Local Authority,Local Authority,Criminal,Total,Total,French,1
Local Authority,Local Authority,Criminal,Total,Total,French Ivorian,0
Local Authority,Local Authority,Criminal,Total,Total,French UK,1
Local Authority,Local Authority,Criminal,Total,Total,Gambian,2
Local Authority,Local Authority,Criminal,Total,Total,Gambian Sierra Leonean,1
Local Authority,Local Authority,Criminal,Total,Total,Gambian Spanish,0
Local Authority,Local Authority,Criminal,Total,Total,German,0
Local Authority,Local Authority,Criminal,Total,Total,Ghanaian,0
Local Authority,Local Authority,Criminal,Total,Total,Ghanaian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Grenadian,0
Local Authority,Local Authority,Criminal,Total,Total,Guinean Portuguese,0
Local Authority,Local Authority,Criminal,Total,Total,Hungarian Jordanian,0
Local Authority,Local Authority,Criminal,Total,Total,Indian,0
Local Authority,Local Authority,Criminal,Total,Total,Indian UK,0
Local Authority,Local Authority,Criminal,Total,Total,Iranian,3
Local Authority,Local Authority,Criminal,Total,Total,Iraqi,1
Local Authority,Local Authority,Criminal,Total,Total,Iraqi UK,1
Local Authority,Local Authority,Criminal,Total,Total,Irish UK,1
Local Authority,Local Authority,Criminal,Total,Total,Italian,0
Local Authority,Local Authority,Criminal,Total,Total,Italian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Ivorian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Jamaican,1
Local Authority,Local Authority,Criminal,Total,Total,Jamaican Portuguese,1
Local Authority,Local Authority,Criminal,Total,Total,Jamaican UK,4
Local Authority,Local Authority,Criminal,Total,Total,Kazakh,0
Local Authority,Local Authority,Criminal,Total,Total,Kenyan,0
Local Authority,Local Authority,Criminal,Total,Total,Kenyan UK,0
Local Authority,Local Authority,Criminal,Total,Total,Latvian,1
Local Authority,Local Authority,Criminal,Total,Total,Lebanese,1
Local Authority,Local Authority,Criminal,Total,Total,Lebanese UK,1
Local Authority,Local Authority,Criminal,Total,Total,Libyan,0
Local Authority,Local Authority,Criminal,Total,Total,Libyan UK,1
Local Authority,Local Authority,Criminal,Total,Total,Lithuanian,0
Local Authority,Local Authority,Criminal,Total,Total,Lithuanian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Mauritian UK,0
Local Authority,Local Authority,Criminal,Total,Total,Moroccan Spanish,0
Local Authority,Local Authority,Criminal,Total,Total,Nigerian,0
Local Authority,Local Authority,Criminal,Total,Total,Pakistani,7
Local Authority,Local Authority,Criminal,Total,Total,Pakistani UK,3
Local Authority,Local Authority,Criminal,Total,Total,Palestinian,1
Local Authority,Local Authority,Criminal,Total,Total,Polish,7
Local Authority,Local Authority,Criminal,Total,Total,Polish UK,3
Local Authority,Local Authority,Criminal,Total,Total,Portuguese,2
Local Authority,Local Authority,Criminal,Total,Total,Portuguese UK,2
Local Authority,Local Authority,Criminal,Total,Total,Romanian,6
Local Authority,Local Authority,Criminal,Total,Total,Romanian Unknown,0
Local Authority,Local Authority,Criminal,Total,Total,Salvadorean,0
Local Authority,Local Authority,Criminal,Total,Total,Senegalese,0
Local Authority,Local Authority,Criminal,Total,Total,Serbian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Sierra Leonean UK,2
Local Authority,Local Authority,Criminal,Total,Total,Slovak,1
Local Authority,Local Authority,Criminal,Total,Total,Slovak Unknown,1
Local Authority,Local Authority,Criminal,Total,Total,Somali,4
Local Authority,Local Authority,Criminal,Total,Total,Somali Saudi Arabian,0
Local Authority,Local Authority,Criminal,Total,Total,Somali UK,2
Local Authority,Local Authority,Criminal,Total,Total,South African,0
Local Authority,Local Authority,Criminal,Total,Total,South African Sudanese,0
Local Authority,Local Authority,Criminal,Total,Total,South African UK,1
Local Authority,Local Authority,Criminal,Total,Total,South Sudanese,0
Local Authority,Local Authority,Criminal,Total,Total,South Sudanese South African,0
Local Authority,Local Authority,Criminal,Total,Total,Spanish UK,2
Local Authority,Local Authority,Criminal,Total,Total,Sri Lankan,0
Local Authority,Local Authority,Criminal,Total,Total,St Lucian,0
Local Authority,Local Authority,Criminal,Total,Total,Sudanese,3
Local Authority,Local Authority,Criminal,Total,Total,Swedish,0
Local Authority,Local Authority,Criminal,Total,Total,Syrian,0
Local Authority,Local Authority,Criminal,Total,Total,Turkish,2
Local Authority,Local Authority,Criminal,Total,Total,Turkish UK,3
Local Authority,Local Authority,Criminal,Total,Total,Turkish UKrainian,0
Local Authority,Local Authority,Criminal,Total,Total,UK,382
Local Authority,Local Authority,Criminal,Total,Total,UK Zimbabwean,1
Local Authority,Local Authority,Criminal,Total,Total,Ukrainian,0
Local Authority,Local Authority,Criminal,Total,Total,Unknown,0
Local Authority,Local Authority,Criminal,Total,Total,Unknown UK,1
Local Authority,Local Authority,Criminal,Total,Total,Vietnamese,1
Local Authority,Local Authority,Criminal,Total,Total,Zimbabwean,1
Local Authority,Local Authority,Criminal,Total,Total,Total,493
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Afghan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Afghan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Albanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Albanian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Albanian Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Algerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Algerian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,American UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Angolan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Argentine Brazilian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bangladeshi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bangladeshi Irish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bangladeshi UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Belgian Sierra Leonean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Botswanan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Brazilian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Brazilian Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Brazilian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,British Virgin Islander Bangladeshi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bulgarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Cameroonian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Central African,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Central African UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Chadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Chadian Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Chinese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Citizen of the Dominican Republic,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Colombian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Congolese (Congo) UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Congolese (DRC),0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Czech,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Czech UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Dominican UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Dutch Somali,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,East Timorese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Egyptian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Eritrean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Eritrean Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Estonian Russian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,French,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,French Ivorian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,French UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Gambian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Gambian Sierra Leonean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Gambian Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,German,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ghanaian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ghanaian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Grenadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Guinean Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Hungarian Jordanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Indian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Indian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Iranian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Iraqi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Iraqi UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Irish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Italian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Italian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ivorian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Jamaican,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Jamaican Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Jamaican UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Kazakh,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Kenyan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Kenyan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Latvian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Lebanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Lebanese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Libyan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Libyan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Lithuanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Lithuanian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Mauritian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Moroccan Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Pakistani,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Pakistani UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Palestinian,1
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Polish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Polish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Portuguese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Romanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Romanian Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Salvadorean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Senegalese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Serbian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Sierra Leonean UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Slovak,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Slovak Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Somali,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Somali Saudi Arabian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Somali UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,South African,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,South African Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,South African UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,South Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,South Sudanese South African,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Spanish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Sri Lankan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,St Lucian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Swedish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Syrian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Turkish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Turkish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Turkish UKrainian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,UK,4
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,UK Zimbabwean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ukrainian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Unknown UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Vietnamese,1
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Zimbabwean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Total,6
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Afghan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Afghan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Albanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Albanian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Albanian Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Algerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Algerian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,American UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Angolan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Argentine Brazilian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Bangladeshi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Bangladeshi Irish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Bangladeshi UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Belgian Sierra Leonean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Botswanan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Brazilian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Brazilian Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Brazilian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,British Virgin Islander Bangladeshi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Bulgarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Cameroonian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Central African,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Central African UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Chadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Chadian Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Chinese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Citizen of the Dominican Republic,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Colombian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Congolese (Congo) UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Congolese (DRC),0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Czech,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Czech UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Dominican UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Dutch Somali,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,East Timorese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Egyptian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Eritrean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Eritrean Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Estonian Russian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,French,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,French Ivorian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,French UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Gambian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Gambian Sierra Leonean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Gambian Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,German,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ghanaian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ghanaian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Grenadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Guinean Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Hungarian Jordanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Indian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Indian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Iranian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Iraqi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Iraqi UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Irish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Italian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Italian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ivorian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Jamaican,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Jamaican Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Jamaican UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Kazakh,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Kenyan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Kenyan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Latvian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Lebanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Lebanese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Libyan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Libyan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Lithuanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Lithuanian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Mauritian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Moroccan Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Pakistani,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Pakistani UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Palestinian,1
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Polish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Polish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Portuguese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Romanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Romanian Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Salvadorean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Senegalese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Serbian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Sierra Leonean UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Slovak,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Slovak Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Somali,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Somali Saudi Arabian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Somali UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,South African,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,South African Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,South African UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,South Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,South Sudanese South African,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Spanish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Sri Lankan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,St Lucian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Swedish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Syrian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Turkish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Turkish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Turkish UKrainian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,UK,4
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,UK Zimbabwean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ukrainian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Unknown UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Vietnamese,1
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Zimbabwean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Total,6
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Afghan,1
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Afghan UK,1
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Albanian,5
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Albanian UK,1
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Albanian Unknown,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Algerian,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Algerian UK,1
Local Authority,Local Authority,Criminal,Child (17 or under),Total,American UK,1
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Angolan UK,1
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Argentine Brazilian,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Bangladeshi,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Bangladeshi Irish,1
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Bangladeshi UK,3
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Belgian Sierra Leonean,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Botswanan,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Brazilian,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Brazilian Portuguese,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Brazilian UK,1
Local Authority,Local Authority,Criminal,Child (17 or under),Total,British Virgin Islander Bangladeshi,1
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Bulgarian,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Cameroonian,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Central African,2
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Central African UK,1
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Chadian,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Chadian Sudanese,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Chinese,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Citizen of the Dominican Republic,0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Colombian UK,1
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Congolese (Congo) UK,1
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Congolese (DRC),0
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Czech,2
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Czech UK,1
Local Authority,Local Authority,Criminal,Child (17 or under),Total,Dominican UK,1
