Year of application,Geographical region,Nationality,Applications,Initial decisions,Granted asylum,Granted HP/DL,Other grants,Refused,Applications withdrawn,Initial decisions not yet known,Appeals lodged,Allowed appeals,Dismissed appeals,Withdrawn appeals,Appeal outcome not yet known,Enforced returns,Voluntary returns,Assisted returns (Subset of Voluntary returns),Controlled returns (Subset of Voluntary returns),Other verified returns (Subset of Voluntary returns),Final outcome: Grants of asylum,Final outcomes: Grants of HP/DL and other,Final outcomes: Refused asylum or HP or DL or other leave,Final outcome: Withdrawn application,Final outcome: Cases with final outcome not yet known
2015,Middle East,Iraq,2269,2081,157,43,60,1821,149,39,1661,613,1001,40,7,75,191,138,35,18,567,273,1246,148,35
2015,EU 14,Ireland,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2015,Middle East,Israel,3,3,0,0,0,3,0,0,2,0,2,0,0,1,1,0,1,0,0,0,3,0,0
2015,EU 14,Italy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Africa Sub-Saharan,Ivory Coast,44,43,4,1,3,35,1,0,32,9,21,2,0,3,2,2,0,0,11,6,26,1,0
2015,America Central and South,Jamaica,182,158,15,2,2,139,19,5,47,9,33,5,0,63,15,6,9,0,21,6,132,19,4
2015,Asia East,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Middle East,Jordan,21,11,1,0,0,10,9,1,9,1,8,0,0,1,10,4,2,4,1,1,9,9,1
2015,Asia Central,Kazakhstan,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015,Africa Sub-Saharan,Kenya,78,72,7,0,2,63,6,0,50,12,33,4,1,7,8,1,5,2,16,5,50,6,1
2015,Oceania,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Asia East,Korea (North),28,22,0,0,2,20,5,1,4,1,1,1,1,0,0,0,0,0,0,2,19,5,2
2015,Asia East,Korea (South),11,5,0,0,0,5,5,1,0,0,0,0,0,2,4,1,2,1,0,0,5,5,1
2015,Europe Other,Kosovo,23,18,2,0,0,16,4,1,7,4,3,0,0,7,2,0,2,0,5,1,12,4,1
2015,Middle East,Kuwait,23,20,3,0,0,17,1,2,13,3,9,1,0,5,1,0,0,1,5,1,14,1,2
2015,Asia Central,Kyrgyzstan,8,8,2,0,0,6,0,0,5,1,4,0,0,1,2,1,1,0,3,0,5,0,0
2015,Asia South East,Laos,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
2015,EU 8,Latvia,30,18,0,0,0,18,10,2,3,0,3,0,0,19,1,0,1,0,0,0,18,10,2
2015,Middle East,Lebanon,35,31,3,0,0,28,4,0,25,8,17,0,0,1,5,3,2,0,8,3,20,4,0
2015,Africa Sub-Saharan,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Africa Sub-Saharan,Liberia,3,3,0,0,0,3,0,0,2,1,1,0,0,0,1,0,1,0,1,0,2,0,0
2015,Africa North,Libya,408,383,46,22,10,305,19,6,293,162,116,14,1,10,34,13,18,3,147,83,152,19,7
2015,Europe Other,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,EU 8,Lithuania,46,30,0,0,0,30,16,0,3,0,2,0,1,29,1,0,1,0,0,0,29,16,1
2015,EU 14,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Asia East,Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Europe Other,Macedonia,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015,Africa Sub-Saharan,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Africa Sub-Saharan,Malawi,67,65,7,2,5,51,2,0,38,8,28,2,0,9,1,0,0,1,11,11,43,2,0
2015,Asia South East,Malaysia,51,44,9,0,1,34,7,0,24,7,17,0,0,11,12,6,6,0,15,2,27,7,0
2015,Asia South,Maldives,14,14,11,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,11,0,3,0,0
2015,Africa Sub-Saharan,Mali,16,16,0,0,0,16,0,0,7,4,3,0,0,6,1,0,1,0,2,2,12,0,0
2015,EU Other,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Oceania,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,America Central and South,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Africa North,Mauritania,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,Africa Sub-Saharan,Mauritius,40,34,2,1,1,30,5,1,7,1,6,0,0,5,11,3,7,1,2,3,29,5,1
2015,Africa Sub-Saharan,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,America Central and South,Mexico,9,8,2,0,0,6,1,0,5,2,2,1,0,2,1,1,0,0,3,1,4,1,0
2015,Oceania,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Europe Other,Moldova,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,Europe Other,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Asia East,Mongolia,11,8,0,0,0,8,3,0,4,2,1,1,0,2,2,1,0,1,2,0,6,3,0
2015,Europe Other,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Other,Montserrat (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Africa North,Morocco,74,55,7,1,2,45,17,2,31,7,23,1,0,8,6,1,2,3,13,3,39,17,2
2015,Africa Sub-Saharan,Mozambique,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2015,Africa Sub-Saharan,Namibia,16,14,1,2,1,10,2,0,7,2,5,0,0,2,1,1,0,0,3,2,9,2,0
2015,Oceania,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Asia South,Nepal,69,56,0,0,0,56,13,0,33,5,27,0,1,11,19,1,14,4,5,0,50,13,1
2015,EU 14,Netherlands,2,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0
2015,America Central and South,Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Oceania,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Oceania,New Zealand,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
2015,America Central and South,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Africa Sub-Saharan,Niger,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,Africa Sub-Saharan,Nigeria,914,816,87,16,37,676,89,9,413,110,278,23,2,140,46,19,19,8,167,76,572,88,11
2015,Oceania,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Oceania,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Europe Other,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Middle East,Occupied Palestinian Territories,80,65,17,0,1,47,13,2,39,4,33,2,0,4,2,0,2,0,21,1,43,13,2
2015,Middle East,Oman,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
2015,Other,Other and unknown,33,7,2,0,1,4,0,26,7,1,6,0,0,1,1,0,1,0,3,1,4,0,25
2015,Asia South,Pakistan,2470,2043,336,1,13,1693,406,21,1268,366,844,48,10,314,296,66,168,62,668,46,1324,402,30
2015,Oceania,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,America Central and South,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Oceania,Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,America Central and South,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,America Central and South,Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Asia South East,Philippines,51,40,1,0,1,38,11,0,26,6,20,0,0,8,9,5,3,1,5,3,32,11,0
2015,Other,Pitcairn Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,EU 8,Poland,100,71,0,0,0,71,27,2,5,0,5,0,0,34,0,0,0,0,0,0,71,27,2
2015,EU 14,Portugal,6,4,0,0,0,4,1,1,0,0,0,0,0,3,1,0,1,0,0,1,4,1,0
2015,America North,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Middle East,Qatar,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2015,Other,Refugee,751,740,526,1,2,211,8,3,195,169,17,9,0,6,0,0,0,0,686,12,43,8,2
2015,Africa Sub-Saharan,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,EU 2,Romania,22,16,0,0,0,16,6,0,3,1,1,1,0,13,1,0,1,0,1,0,15,6,0
2015,Europe Other,Russia,71,62,21,2,0,39,7,2,39,17,17,4,1,1,9,4,4,1,34,5,22,7,3
2015,Africa Sub-Saharan,Rwanda,10,9,0,0,0,9,1,0,8,5,2,0,1,1,0,0,0,0,5,0,3,1,1
2015,Oceania,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Europe Other,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Africa Sub-Saharan,Sao Tome and Principe,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,Middle East,Saudi Arabia,32,22,13,1,1,7,10,0,6,2,4,0,0,2,7,0,6,1,15,2,5,10,0
2015,Africa Sub-Saharan,Senegal,25,24,5,0,0,19,1,0,18,6,12,0,0,1,0,0,0,0,9,2,13,1,0
2015,Europe Other,Serbia,3,2,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0
2015,Europe Other,Serbia and Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Africa Sub-Saharan,Seychelles,2,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2015,Africa Sub-Saharan,Sierra Leone,62,55,10,1,3,41,6,1,29,9,20,0,0,8,4,2,1,1,15,8,32,6,1
2015,Asia South East,Singapore,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2015,EU 8,Slovakia,9,4,0,0,0,4,4,1,0,0,0,0,0,5,1,0,1,0,0,0,4,4,1
2015,EU 8,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Oceania,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Africa Sub-Saharan,Somalia,384,362,117,15,8,222,15,7,197,87,100,10,0,12,7,4,0,3,181,43,141,15,4
2015,Africa Sub-Saharan,South Africa,55,47,1,4,2,40,7,1,20,4,15,1,0,4,7,0,5,2,5,6,36,7,1
2015,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,EU 14,Spain,3,2,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0
2015,Asia South,Sri Lanka,962,892,62,3,7,820,57,13,769,398,348,19,4,31,64,22,33,9,427,39,427,54,15
2015,Other,St. Helena (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,America Central and South,St. Kitts and Nevis,3,3,0,0,0,3,0,0,2,2,0,0,0,1,0,0,0,0,1,1,1,0,0
2015,America Central and South,St. Lucia,11,11,4,0,0,7,0,0,5,2,3,0,0,2,0,0,0,0,5,1,5,0,0
2015,America Central and South,St. Maarten (Dutch Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,America Central and South,St. Vincent and the Grenadines,6,6,2,0,0,4,0,0,3,0,3,0,0,2,1,0,1,0,2,0,4,0,0
2015,Other,Stateless,65,54,13,1,0,40,11,0,36,1,30,5,0,1,0,0,0,0,13,2,39,11,0
2015,Africa North,Sudan,2912,2887,2450,3,6,428,14,11,346,203,122,21,0,34,20,12,3,5,2641,19,230,14,8
2015,Africa Sub-Saharan,Sudan (South),10,9,5,1,0,3,1,0,3,1,2,0,0,0,1,1,0,0,6,1,2,1,0
2015,America Central and South,Surinam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Africa Sub-Saharan,Swaziland,23,21,14,0,0,7,2,0,7,2,5,0,0,0,0,0,0,0,15,1,5,2,0
2015,EU 14,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Europe Other,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Middle East,Syria,2485,2358,2034,7,24,293,110,17,182,82,90,10,0,37,15,2,7,6,2109,24,226,110,16
2015,Asia East,Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Asia Central,Tajikistan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Africa Sub-Saharan,Tanzania,35,32,3,0,0,29,3,0,25,0,24,1,0,1,0,0,0,0,3,0,29,3,0
2015,Asia South East,Thailand,23,17,1,0,0,16,6,0,9,2,6,1,0,7,4,1,1,2,3,0,14,6,0
2015,Africa Sub-Saharan,Togo,8,8,0,0,0,8,0,0,5,2,3,0,0,2,0,0,0,0,2,0,6,0,0
2015,Oceania,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Oceania,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,America Central and South,Trinidad and Tobago,24,18,5,0,1,12,6,0,7,4,3,0,0,4,5,0,5,0,9,1,8,6,0
2015,Africa North,Tunisia,34,27,0,0,4,23,7,0,13,4,8,1,0,6,6,3,3,0,2,6,19,7,0
2015,Europe Other,Turkey,233,218,22,9,11,176,14,1,173,80,83,9,1,10,14,3,5,6,96,19,102,14,2
2015,Asia Central,Turkmenistan,3,1,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0
2015,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Oceania,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Africa Sub-Saharan,Uganda,254,247,124,0,4,119,7,0,105,51,50,4,0,6,10,1,6,3,169,10,68,7,0
2015,Europe Other,Ukraine,179,139,1,0,0,138,39,1,61,19,38,2,2,48,48,7,32,9,14,6,118,38,3
2015,Middle East,United Arab Emirates,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2015,America North,United States,34,13,0,1,0,12,21,0,0,0,0,0,0,11,18,5,13,0,0,1,12,21,0
2015,America Central and South,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Asia Central,Uzbekistan,18,14,1,0,0,13,4,0,9,2,7,0,0,1,2,0,2,0,3,0,11,4,0
2015,Oceania,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Europe Other,Vatican City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,America Central and South,Venezuela,7,6,3,0,0,3,1,0,3,0,3,0,0,1,3,0,3,0,3,0,3,1,0
2015,Asia South East,Vietnam,582,385,72,9,34,270,190,7,211,98,103,9,1,55,9,1,4,4,148,47,194,185,8
2015,Other,Virgin Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,America North,Virgin Islands (US),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Oceania,Wallis and Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Africa North,Western Sahara,2,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2015,Middle East,Yemen,114,108,42,18,1,47,5,1,45,30,11,4,0,0,7,1,4,2,64,27,17,5,1
2015,Africa Sub-Saharan,Zambia,19,16,1,0,2,13,2,1,10,3,7,0,0,5,0,0,0,0,2,4,11,2,0
2015,Africa Sub-Saharan,Zimbabwe,266,254,33,5,8,208,10,2,180,55,116,9,0,11,14,5,7,2,73,28,153,10,2
2016,Asia Central,Afghanistan,2337,2048,555,46,330,1117,167,122,1178,683,435,59,1,86,36,18,10,8,1151,272,650,163,101
2016,Europe Other,Albania,1496,1199,93,13,150,943,246,51,723,350,324,38,11,239,97,17,57,23,374,192,625,244,61
2016,Africa North,Algeria,171,122,7,2,5,108,43,6,70,17,52,1,0,16,16,6,5,5,19,11,92,43,6
2016,Oceania,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Europe Other,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa Sub-Saharan,Angola,33,28,1,0,3,24,3,2,21,5,16,0,0,4,1,1,0,0,6,4,19,3,1
2016,Other,Anguilla (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Antigua and Barbuda,2,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
2016,America Central and South,Argentina,3,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0
2016,Europe Other,Armenia,22,20,5,0,0,15,2,0,15,7,8,0,0,1,2,1,1,0,12,0,9,1,0
2016,America Central and South,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,Australia,6,2,0,0,0,2,4,0,0,0,0,0,0,2,1,1,0,0,0,0,2,4,0
2016,EU 14,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Europe Other,Azerbaijan,17,14,3,0,1,10,2,1,11,5,6,0,0,1,4,3,1,0,7,2,5,2,1
2016,America Central and South,"Bahamas, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Middle East,Bahrain,10,7,2,0,0,5,3,0,4,3,1,0,0,0,5,2,3,0,5,0,2,3,0
2016,Asia South,Bangladesh,1945,1632,80,3,10,1539,295,18,1227,257,926,40,4,178,146,24,79,43,304,44,1288,290,19
2016,America Central and South,Barbados,11,11,1,4,0,6,0,0,5,0,5,0,0,1,0,0,0,0,1,4,6,0,0
2016,Europe Other,Belarus,16,13,5,0,2,6,3,0,6,2,2,2,0,0,2,1,0,1,6,3,4,3,0
2016,EU 14,Belgium,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2016,America Central and South,Belize,2,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0
2016,Africa Sub-Saharan,Benin,8,6,0,0,0,6,1,1,5,3,2,0,0,0,2,1,1,0,2,1,3,1,1
2016,Other,Bermuda (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Asia South,Bhutan,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016,America Central and South,Bolivia,5,4,0,0,0,4,1,0,1,0,1,0,0,3,1,1,0,0,0,0,4,1,0
2016,America Central and South,"Bonaire, Sint Eustatius and Saba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Europe Other,Bosnia and Herzegovina,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2016,Africa Sub-Saharan,Botswana,12,12,1,0,2,9,0,0,8,2,5,1,0,0,2,2,0,0,3,2,7,0,0
2016,America Central and South,Brazil,32,19,1,0,1,17,12,1,5,1,2,2,0,9,12,3,9,0,2,1,16,12,1
2016,Other,British overseas citizens,10,6,0,0,0,6,3,1,6,5,0,1,0,0,0,0,0,0,4,1,1,3,1
2016,Asia South East,Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,EU 2,Bulgaria,2,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0
2016,Africa Sub-Saharan,Burkina,8,8,1,0,0,7,0,0,6,1,5,0,0,1,0,0,0,0,2,0,6,0,0
2016,Asia South East,Burma,54,44,8,0,1,35,6,4,34,15,18,1,0,0,1,0,1,0,22,2,21,5,4
2016,Africa Sub-Saharan,Burundi,14,14,3,0,0,11,0,0,10,6,4,0,0,1,0,0,0,0,8,1,5,0,0
2016,Asia South East,Cambodia,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2016,Africa Sub-Saharan,Cameroon,163,148,27,2,2,117,12,3,112,52,57,3,0,3,10,3,3,4,71,11,68,11,2
2016,America North,Canada,3,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0
2016,Africa Sub-Saharan,Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Other,Cayman Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa Sub-Saharan,Central African Republic,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2016,Africa Sub-Saharan,Chad,3,3,0,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,1,0,2,0,0
2016,America Central and South,Chile,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
2016,Asia East,China,706,437,12,5,6,414,255,14,297,48,235,13,1,77,56,5,20,31,51,18,367,255,15
2016,Oceania,Christmas Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Colombia,11,9,3,0,0,6,2,0,6,2,4,0,0,0,2,2,0,0,4,1,4,2,0
2016,Africa Sub-Saharan,Comoros,3,3,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0
2016,Africa Sub-Saharan,Congo,20,20,2,0,0,18,0,0,14,5,9,0,0,1,0,0,0,0,7,0,13,0,0
2016,Africa Sub-Saharan,Congo (Democratic Republic),191,178,41,1,14,122,3,10,117,52,60,3,2,3,1,1,0,0,86,19,74,2,10
2016,Oceania,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,EU Other,Croatia,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,America Central and South,Cuba,2,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2016,America Central and South,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,EU Other,Cyprus,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,Europe Other,Cyprus (Northern part of),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,EU 8,Czech Republic,2,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2016,EU 14,Denmark,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,Africa Sub-Saharan,Djibouti,4,4,0,0,1,3,0,0,3,1,1,1,0,0,1,1,0,0,0,2,2,0,0
2016,America Central and South,Dominica,8,7,3,0,0,4,1,0,1,1,0,0,0,1,0,0,0,0,3,1,3,1,0
2016,America Central and South,Dominican Republic,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2016,Asia South East,East Timor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Ecuador,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0
2016,Africa North,Egypt,443,311,23,0,16,272,102,30,237,67,163,6,1,13,26,7,11,8,80,23,210,101,29
2016,America Central and South,El Salvador,37,35,11,2,1,21,2,0,22,15,6,1,0,1,1,0,1,0,16,12,7,2,0
2016,Africa Sub-Saharan,Equatorial Guinea,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2016,Africa Sub-Saharan,Eritrea,1220,1177,866,22,6,283,13,30,194,94,45,55,0,9,0,0,0,0,952,28,200,13,27
2016,EU 8,Estonia,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016,Africa Sub-Saharan,Ethiopia,359,342,155,1,18,168,4,13,168,85,78,5,0,5,6,6,0,0,232,20,91,4,12
2016,Other,Falkland Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Europe Other,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,Fiji,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,EU 14,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Europe Other,Former Yugoslavia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
