First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
NGO and third sector,Barnardo's,Total,Total,Total,Kuwaiti,0
NGO and third sector,Barnardo's,Total,Total,Total,Liberian UK,0
NGO and third sector,Barnardo's,Total,Total,Total,Libyan,0
NGO and third sector,Barnardo's,Total,Total,Total,Lithuanian,0
NGO and third sector,Barnardo's,Total,Total,Total,Mauritian,0
NGO and third sector,Barnardo's,Total,Total,Total,Moroccan,1
NGO and third sector,Barnardo's,Total,Total,Total,Namibian,0
NGO and third sector,Barnardo's,Total,Total,Total,Nigerian,0
NGO and third sector,Barnardo's,Total,Total,Total,Pakistani,0
NGO and third sector,Barnardo's,Total,Total,Total,Polish,0
NGO and third sector,Barnardo's,Total,Total,Total,Romanian,0
NGO and third sector,Barnardo's,Total,Total,Total,Russian,0
NGO and third sector,Barnardo's,Total,Total,Total,Saudi Arabian,0
NGO and third sector,Barnardo's,Total,Total,Total,Sierra Leonean,0
NGO and third sector,Barnardo's,Total,Total,Total,Somali,0
NGO and third sector,Barnardo's,Total,Total,Total,South Sudanese,0
NGO and third sector,Barnardo's,Total,Total,Total,Sri Lankan,0
NGO and third sector,Barnardo's,Total,Total,Total,St Lucian,0
NGO and third sector,Barnardo's,Total,Total,Total,Sudanese,2
NGO and third sector,Barnardo's,Total,Total,Total,Syrian,0
NGO and third sector,Barnardo's,Total,Total,Total,Tanzanian,0
NGO and third sector,Barnardo's,Total,Total,Total,Ugandan,0
NGO and third sector,Barnardo's,Total,Total,Total,UK,2
NGO and third sector,Barnardo's,Total,Total,Total,Unknown,0
NGO and third sector,Barnardo's,Total,Total,Total,Vietnamese,0
NGO and third sector,Barnardo's,Total,Total,Total,Vincentian,0
NGO and third sector,Barnardo's,Total,Total,Total,Yemeni,0
NGO and third sector,Barnardo's,Total,Total,Total,Zimbabwean,0
NGO and third sector,Barnardo's,Total,Total,Total,Total,8
NGO and third sector,Barnardo's,Criminal,Total,Total,Afghan,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Albanian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Bangladeshi,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Beninese,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Bolivian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Botswanan,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Brazilian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Cameroonian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Chinese,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Colombian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Congolese Drc ,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Dutch,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Egyptian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Egyptian Syrian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Eritrean,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Ethiopian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Ethiopian Sudanese,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Filipino,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Gambian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Ghanaian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Guinean,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Honduran,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Indian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Iranian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Iraqi,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Iraqi Iranian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Iraqi UK,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Ivorian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Jamaican,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Jordanian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Kenyan,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Kuwaiti,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Liberian UK,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Libyan,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Lithuanian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Mauritian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Moroccan,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Namibian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Nigerian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Pakistani,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Polish,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Romanian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Russian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Saudi Arabian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Sierra Leonean,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Somali,0
NGO and third sector,Barnardo's,Criminal,Total,Total,South Sudanese,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Sri Lankan,0
NGO and third sector,Barnardo's,Criminal,Total,Total,St Lucian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Sudanese,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Syrian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Tanzanian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Ugandan,0
NGO and third sector,Barnardo's,Criminal,Total,Total,UK,2
NGO and third sector,Barnardo's,Criminal,Total,Total,Unknown,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Vietnamese,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Vincentian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Yemeni,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Zimbabwean,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Total,2
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Afghan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Albanian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Bangladeshi,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Beninese,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Bolivian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Botswanan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Brazilian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Cameroonian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Chinese,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Colombian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Congolese Drc ,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Dutch,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Egyptian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Egyptian Syrian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Eritrean,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Ethiopian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Ethiopian Sudanese,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Filipino,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Gambian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Ghanaian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Guinean,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Honduran,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Indian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Iranian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Iraqi,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Iraqi Iranian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Iraqi UK,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Ivorian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Jamaican,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Jordanian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Kenyan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Kuwaiti,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Liberian UK,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Libyan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Lithuanian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Mauritian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Moroccan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Namibian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Nigerian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Pakistani,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Polish,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Romanian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Russian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Saudi Arabian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Sierra Leonean,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Somali,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,South Sudanese,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Sri Lankan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,St Lucian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Sudanese,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Syrian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Tanzanian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Ugandan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,UK,2
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Unknown,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Vietnamese,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Vincentian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Yemeni,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Zimbabwean,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Total,Total,2
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Afghan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Albanian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Bangladeshi,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Beninese,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Bolivian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Botswanan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Brazilian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Cameroonian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Chinese,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Colombian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Congolese Drc ,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Dutch,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Egyptian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Egyptian Syrian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Eritrean,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Ethiopian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Ethiopian Sudanese,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Filipino,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Gambian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Ghanaian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Guinean,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Honduran,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Indian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Iranian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Iraqi,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Iraqi Iranian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Iraqi UK,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Ivorian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Jamaican,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Jordanian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Kenyan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Kuwaiti,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Liberian UK,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Libyan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Lithuanian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Mauritian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Moroccan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Namibian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Nigerian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Pakistani,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Polish,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Romanian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Russian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Saudi Arabian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Sierra Leonean,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Somali,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,South Sudanese,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Sri Lankan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,St Lucian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Sudanese,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Syrian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Tanzanian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Ugandan,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,UK,2
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Unknown,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Vietnamese,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Vincentian,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Yemeni,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Zimbabwean,0
NGO and third sector,Barnardo's,Criminal,Child (17 or under),Male,Total,2
NGO and third sector,Barnardo's,Labour,Total,Total,Afghan,0
NGO and third sector,Barnardo's,Labour,Total,Total,Albanian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Bangladeshi,0
NGO and third sector,Barnardo's,Labour,Total,Total,Beninese,0
NGO and third sector,Barnardo's,Labour,Total,Total,Bolivian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Botswanan,0
NGO and third sector,Barnardo's,Labour,Total,Total,Brazilian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Cameroonian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Chinese,0
NGO and third sector,Barnardo's,Labour,Total,Total,Colombian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Congolese Drc ,0
NGO and third sector,Barnardo's,Labour,Total,Total,Dutch,0
NGO and third sector,Barnardo's,Labour,Total,Total,Egyptian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Egyptian Syrian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Eritrean,0
NGO and third sector,Barnardo's,Labour,Total,Total,Ethiopian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Ethiopian Sudanese,0
NGO and third sector,Barnardo's,Labour,Total,Total,Filipino,0
NGO and third sector,Barnardo's,Labour,Total,Total,Gambian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Ghanaian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Guinean,0
NGO and third sector,Barnardo's,Labour,Total,Total,Honduran,0
NGO and third sector,Barnardo's,Labour,Total,Total,Indian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Iranian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Iraqi,0
NGO and third sector,Barnardo's,Labour,Total,Total,Iraqi Iranian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Iraqi UK,0
NGO and third sector,Barnardo's,Labour,Total,Total,Ivorian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Jamaican,0
NGO and third sector,Barnardo's,Labour,Total,Total,Jordanian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Kenyan,0
NGO and third sector,Barnardo's,Labour,Total,Total,Kuwaiti,0
NGO and third sector,Barnardo's,Labour,Total,Total,Liberian UK,0
NGO and third sector,Barnardo's,Labour,Total,Total,Libyan,0
NGO and third sector,Barnardo's,Labour,Total,Total,Lithuanian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Mauritian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Moroccan,0
NGO and third sector,Barnardo's,Labour,Total,Total,Namibian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Nigerian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Pakistani,0
NGO and third sector,Barnardo's,Labour,Total,Total,Polish,0
NGO and third sector,Barnardo's,Labour,Total,Total,Romanian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Russian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Saudi Arabian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Sierra Leonean,0
NGO and third sector,Barnardo's,Labour,Total,Total,Somali,0
NGO and third sector,Barnardo's,Labour,Total,Total,South Sudanese,0
NGO and third sector,Barnardo's,Labour,Total,Total,Sri Lankan,0
NGO and third sector,Barnardo's,Labour,Total,Total,St Lucian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Sudanese,2
NGO and third sector,Barnardo's,Labour,Total,Total,Syrian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Tanzanian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Ugandan,0
NGO and third sector,Barnardo's,Labour,Total,Total,UK,0
NGO and third sector,Barnardo's,Labour,Total,Total,Unknown,0
NGO and third sector,Barnardo's,Labour,Total,Total,Vietnamese,0
NGO and third sector,Barnardo's,Labour,Total,Total,Vincentian,0
NGO and third sector,Barnardo's,Labour,Total,Total,Yemeni,0
NGO and third sector,Barnardo's,Labour,Total,Total,Zimbabwean,0
NGO and third sector,Barnardo's,Labour,Total,Total,Total,2
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Afghan,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Albanian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Bangladeshi,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Beninese,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Bolivian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Botswanan,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Brazilian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Cameroonian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Chinese,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Colombian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Congolese Drc ,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Dutch,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Egyptian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Egyptian Syrian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Eritrean,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Ethiopian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Ethiopian Sudanese,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Filipino,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Gambian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Ghanaian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Guinean,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Honduran,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Indian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Iranian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Iraqi,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Iraqi Iranian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Iraqi UK,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Ivorian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Jamaican,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Jordanian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Kenyan,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Kuwaiti,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Liberian UK,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Libyan,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Lithuanian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Mauritian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Moroccan,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Namibian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Nigerian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Pakistani,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Polish,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Romanian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Russian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Saudi Arabian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Sierra Leonean,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Somali,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,South Sudanese,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Sri Lankan,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,St Lucian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Sudanese,2
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Syrian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Tanzanian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Ugandan,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,UK,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Unknown,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Vietnamese,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Vincentian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Yemeni,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Zimbabwean,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Total,Total,2
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Afghan,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Albanian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Bangladeshi,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Beninese,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Bolivian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Botswanan,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Brazilian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Cameroonian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Chinese,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Colombian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Congolese Drc ,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Dutch,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Egyptian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Egyptian Syrian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Eritrean,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Ethiopian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Ethiopian Sudanese,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Filipino,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Gambian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Ghanaian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Guinean,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Honduran,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Indian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Iranian,0
NGO and third sector,Barnardo's,Labour,Child (17 or under),Male,Iraqi,0
