First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
Local Authority,Local Authority,Criminal,Total,Total,Honduran Spanish,0
Local Authority,Local Authority,Criminal,Total,Total,Hungarian,0
Local Authority,Local Authority,Criminal,Total,Total,Indian,0
Local Authority,Local Authority,Criminal,Total,Total,Iranian,1
Local Authority,Local Authority,Criminal,Total,Total,Iranian Iraqi,0
Local Authority,Local Authority,Criminal,Total,Total,Iranian UK,0
Local Authority,Local Authority,Criminal,Total,Total,Iraqi,0
Local Authority,Local Authority,Criminal,Total,Total,Iraqi Iranian,0
Local Authority,Local Authority,Criminal,Total,Total,Irish,0
Local Authority,Local Authority,Criminal,Total,Total,Irish UK,1
Local Authority,Local Authority,Criminal,Total,Total,Italian,3
Local Authority,Local Authority,Criminal,Total,Total,Italian Nigerian,0
Local Authority,Local Authority,Criminal,Total,Total,Italian UK,2
Local Authority,Local Authority,Criminal,Total,Total,Jamaican UK,7
Local Authority,Local Authority,Criminal,Total,Total,Kenyan,0
Local Authority,Local Authority,Criminal,Total,Total,Kenyan UK,0
Local Authority,Local Authority,Criminal,Total,Total,Kosovan UK,1
Local Authority,Local Authority,Criminal,Total,Total,Kuwaiti,1
Local Authority,Local Authority,Criminal,Total,Total,Latvian,0
Local Authority,Local Authority,Criminal,Total,Total,Lebanese UK,1
Local Authority,Local Authority,Criminal,Total,Total,Libyan,0
Local Authority,Local Authority,Criminal,Total,Total,Lithuanian,0
Local Authority,Local Authority,Criminal,Total,Total,Moroccan,2
Local Authority,Local Authority,Criminal,Total,Total,Moroccan UK,0
Local Authority,Local Authority,Criminal,Total,Total,Nigerian,1
Local Authority,Local Authority,Criminal,Total,Total,Nigerian UK,4
Local Authority,Local Authority,Criminal,Total,Total,Nigerian Unknown,0
Local Authority,Local Authority,Criminal,Total,Total,Pakistani,2
Local Authority,Local Authority,Criminal,Total,Total,Pakistani UK,7
Local Authority,Local Authority,Criminal,Total,Total,Polish,0
Local Authority,Local Authority,Criminal,Total,Total,Polish UK,1
Local Authority,Local Authority,Criminal,Total,Total,Portuguese,1
Local Authority,Local Authority,Criminal,Total,Total,Portuguese UK,2
Local Authority,Local Authority,Criminal,Total,Total,Romanian,7
Local Authority,Local Authority,Criminal,Total,Total,Russian,0
Local Authority,Local Authority,Criminal,Total,Total,Russian UK,0
Local Authority,Local Authority,Criminal,Total,Total,Saudi Arabian,0
Local Authority,Local Authority,Criminal,Total,Total,Senegalese,0
Local Authority,Local Authority,Criminal,Total,Total,Sierra Leonean,1
Local Authority,Local Authority,Criminal,Total,Total,Slovak,2
Local Authority,Local Authority,Criminal,Total,Total,Slovenian UK,0
Local Authority,Local Authority,Criminal,Total,Total,Somali,1
Local Authority,Local Authority,Criminal,Total,Total,Somali UK,5
Local Authority,Local Authority,Criminal,Total,Total,South African UK,0
Local Authority,Local Authority,Criminal,Total,Total,South Korean,0
Local Authority,Local Authority,Criminal,Total,Total,South Sudanese,0
Local Authority,Local Authority,Criminal,Total,Total,Sudanese,0
Local Authority,Local Authority,Criminal,Total,Total,Sudanese UK,1
Local Authority,Local Authority,Criminal,Total,Total,Swedish,1
Local Authority,Local Authority,Criminal,Total,Total,Syrian,1
Local Authority,Local Authority,Criminal,Total,Total,Thai UK,1
Local Authority,Local Authority,Criminal,Total,Total,Trinidadian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Turkish,2
Local Authority,Local Authority,Criminal,Total,Total,Turkish UK,2
Local Authority,Local Authority,Criminal,Total,Total,Ugandan,0
Local Authority,Local Authority,Criminal,Total,Total,UK,407
Local Authority,Local Authority,Criminal,Total,Total,Ukrainian,2
Local Authority,Local Authority,Criminal,Total,Total,Ukrainian UK,0
Local Authority,Local Authority,Criminal,Total,Total,Unknown,4
Local Authority,Local Authority,Criminal,Total,Total,Unknown UK,1
Local Authority,Local Authority,Criminal,Total,Total,Vietnamese,1
Local Authority,Local Authority,Criminal,Total,Total,Yemeni,0
Local Authority,Local Authority,Criminal,Total,Total,Zimbabwean,1
Local Authority,Local Authority,Criminal,Total,Total,Total,515
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Afghan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Albanian,1
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Albanian Romanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Albanian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Algerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Algerian Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Andorran Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bahraini UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bangladeshi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bangladeshi UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Belgian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Brazilian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bulgarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Cameroonian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Central African,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Central African UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Chadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Chilean Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Chinese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Chinese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Citizen of Antigua and Barbuda,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Colombian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Colombian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Czech,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Dutch,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Dutch Moroccan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Dutch Somali,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ecuadorean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Egyptian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Eritrean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Eritrean Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Eritrean Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Fijian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,French,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,French Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Gambian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Gambian Italian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Gambian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ghanaian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ghanaian Irish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ghanaian Italian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ghanaian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Greek Russian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Greek UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Grenadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Guinean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Honduran Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Hungarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Indian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Iranian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Iranian Iraqi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Iranian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Iraqi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Iraqi Iranian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Irish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Irish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Italian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Italian Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Italian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Jamaican UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Kenyan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Kenyan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Kosovan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Kuwaiti,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Latvian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Lebanese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Libyan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Lithuanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Moroccan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Moroccan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Nigerian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Nigerian Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Pakistani,1
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Pakistani UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Polish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Polish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Portuguese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Romanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Russian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Russian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Saudi Arabian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Senegalese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Sierra Leonean,1
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Slovak,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Slovenian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Somali,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Somali UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,South African UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,South Korean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,South Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Sudanese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Swedish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Syrian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Thai UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Trinidadian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Turkish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Turkish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ugandan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,UK,8
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ukrainian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ukrainian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Unknown UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Vietnamese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Yemeni,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Zimbabwean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Total,11
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Afghan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Albanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Albanian Romanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Albanian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Algerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Algerian Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Andorran Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Bahraini UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Bangladeshi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Bangladeshi UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Belgian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Brazilian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Bulgarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Cameroonian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Central African,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Central African UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Chadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Chilean Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Chinese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Chinese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Citizen of Antigua and Barbuda,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Colombian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Colombian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Czech,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Dutch,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Dutch Moroccan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Dutch Somali,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Ecuadorean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Egyptian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Eritrean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Eritrean Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Eritrean Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Fijian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,French,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,French Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Gambian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Gambian Italian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Gambian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Ghanaian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Ghanaian Irish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Ghanaian Italian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Ghanaian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Greek Russian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Greek UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Grenadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Guinean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Honduran Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Hungarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Indian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Iranian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Iranian Iraqi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Iranian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Iraqi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Iraqi Iranian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Irish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Irish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Italian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Italian Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Italian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Jamaican UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Kenyan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Kenyan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Kosovan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Kuwaiti,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Latvian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Lebanese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Libyan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Lithuanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Moroccan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Moroccan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Nigerian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Nigerian Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Pakistani,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Pakistani UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Polish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Polish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Portuguese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Portuguese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Romanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Russian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Russian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Saudi Arabian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Senegalese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Sierra Leonean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Slovak,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Slovenian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Somali,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Somali UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,South African UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,South Korean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,South Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Sudanese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Swedish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Syrian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Thai UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Trinidadian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Turkish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Turkish UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Ugandan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,UK,4
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Ukrainian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Ukrainian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Unknown UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Vietnamese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Yemeni,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Zimbabwean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Female,Total,4
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Afghan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Albanian,1
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Albanian Romanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Albanian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Algerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Algerian Unknown,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Andorran Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Bahraini UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Bangladeshi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Bangladeshi UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Belgian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Brazilian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Bulgarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Cameroonian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Central African,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Central African UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Chadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Chilean Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Chinese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Chinese UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Citizen of Antigua and Barbuda,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Colombian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Colombian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Czech,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Dutch,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Dutch Moroccan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Dutch Somali,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ecuadorean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Egyptian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Eritrean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Eritrean Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Eritrean Sudanese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Fijian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,French,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,French Nigerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Gambian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Gambian Italian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Gambian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ghanaian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ghanaian Irish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ghanaian Italian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Ghanaian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Greek Russian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Greek UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Grenadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Guinean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Honduran Spanish,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Hungarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Indian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Iranian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Male,Iranian Iraqi,0
